NO,Perovskite Thickness,ETL Thickness,Provskite Bandgap,ETL Bandgap,Voc ,Jsc ,FF ,eta ,V_MPP ,J_MPP 
,4.89E-01,2.19E-01,1.55E+00,3.20E+00,0.840532,23.29722919,79.1948,15.508,0.710753,21.81909787
,4.89E-01,2.30E-01,1.55E+00,3.20E+00,0.840498,23.28746749,79.1962,15.5011,0.710743,21.80975803
,5.00E-01,1.50E-01,1.55E+00,3.20E+00,0.843878,23.46406767,79.0122,15.6451,0.711542,21.98754352
,5.00E-01,1.61E-01,1.55E+00,3.20E+00,0.843838,23.45292885,79.0139,15.6372,0.711531,21.97689796
,5.00E-01,1.73E-01,1.55E+00,3.20E+00,0.843799,23.44203448,79.0156,15.6296,0.71152,21.96648493
,5.00E-01,1.84E-01,1.55E+00,3.20E+00,0.843761,23.43137774,79.0173,15.6221,0.711509,21.95629797
,5.00E-01,1.96E-01,1.55E+00,3.20E+00,0.843724,23.42095205,79.0189,15.6148,0.711499,21.94633085
,5.00E-01,2.07E-01,1.55E+00,3.20E+00,0.843687,23.41075107,79.0205,15.6076,0.711488,21.93657755
,5.00E-01,2.19E-01,1.55E+00,3.20E+00,0.843652,23.40076865,79.022,15.6006,0.711478,21.92703233
,5.00E-01,2.30E-01,1.55E+00,3.20E+00,0.843617,23.39099908,79.0236,15.5937,0.711469,21.91768962
,3.50E-01,1.96E-01,1.60E+00,3.22E+00,0.801563,20.05776212,80.8319,12.9958,0.694216,18.72010852
,3.50E-01,2.07E-01,1.60E+00,3.22E+00,0.801547,20.04787528,80.8317,12.9891,0.694204,18.71077697
,3.50E-01,2.19E-01,1.60E+00,3.22E+00,0.801531,20.03819718,80.8315,12.9825,0.694193,18.70164047
,3.50E-01,2.30E-01,1.60E+00,3.22E+00,0.801516,20.02872231,80.8313,12.9761,0.694182,18.69269388
,3.61E-01,1.50E-01,1.60E+00,3.22E+00,0.803241,20.29045849,80.8266,13.1732,0.695304,18.94599473
,3.61E-01,1.61E-01,1.60E+00,3.22E+00,0.803223,20.27963092,80.8264,13.1659,0.695291,18.93578774
,3.61E-01,1.73E-01,1.60E+00,3.22E+00,0.803206,20.26903787,80.8262,13.1587,0.695278,18.9257997
,3.61E-01,1.84E-01,1.60E+00,3.22E+00,0.803189,20.25867285,80.8261,13.1517,0.695265,18.91602462
,3.61E-01,1.96E-01,1.60E+00,3.22E+00,0.803173,20.24852965,80.8259,13.1448,0.695253,18.90645675
,3.61E-01,2.07E-01,1.60E+00,3.22E+00,0.803157,20.23860225,80.8257,13.138,0.695241,18.8970905
,3.61E-01,2.19E-01,1.60E+00,3.22E+00,0.803141,20.22888487,80.8255,13.1314,0.695229,18.88792056
,3.61E-01,2.30E-01,1.60E+00,3.22E+00,0.803125,20.21937198,80.8253,13.125,0.695217,18.87894176
,3.71E-01,1.50E-01,1.60E+00,3.22E+00,0.804838,20.47197199,80.8184,13.3162,0.696358,19.12255988
,3.71E-01,1.61E-01,1.60E+00,3.22E+00,0.804821,20.46110315,80.8183,13.3088,0.696345,19.11231813
,3.71E-01,1.73E-01,1.60E+00,3.22E+00,0.804803,20.45047015,80.8181,13.3015,0.696331,19.10229662
,3.71E-01,1.84E-01,1.60E+00,3.22E+00,0.804786,20.44006647,80.8179,13.2944,0.696318,19.09248934
,3.71E-01,1.96E-01,1.60E+00,3.22E+00,0.80477,20.42988584,80.8177,13.2875,0.696305,19.08289046
,3.71E-01,2.07E-01,1.60E+00,3.22E+00,0.804753,20.4199222,80.8175,13.2807,0.696293,19.07349437
,3.71E-01,2.19E-01,1.60E+00,3.22E+00,0.804737,20.41016974,80.8173,13.2741,0.69628,19.0642957
,3.71E-01,2.30E-01,1.60E+00,3.22E+00,0.804721,20.40062286,80.8171,13.2676,0.696268,19.05528925
,3.82E-01,1.50E-01,1.60E+00,3.22E+00,0.806425,20.64460973,80.8082,13.4532,0.697429,19.28974511
,3.82E-01,1.61E-01,1.60E+00,3.22E+00,0.806407,20.63370402,80.808,13.4458,0.697415,19.27947359
,3.82E-01,1.73E-01,1.60E+00,3.22E+00,0.80639,20.62303534,80.8078,13.4385,0.697401,19.26942347
