Ref_ID,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure
18416,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18417,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18418,TiO2-c | TiO2-mp,60.0 | 600.0,Spray-pyrolys | Screen printing
18419,TiO2-c | TiO2-mp | C60-SAM,100.0 | 600.0,Spin-coating | Spin-coating | Dipp-coating
18420,TiO2-c | TiO2-mp,100.0 | 600.0,Spin-coating | Spin-coating
18421,TiO2-c | TiO2-mp | C60-SAM,100.0 | 600.0,Spin-coating | Spin-coating | Dipp-coating
18422,TiO2-c | TiO2-mp,100.0 | 600.0,Spin-coating | Spin-coating
18423,TiO2-c | TiO2-mp | C60-SAM,100.0 | 600.0,Spin-coating | Spin-coating | Dipp-coating
18424,TiO2-c | TiO2-mp,100.0 | 600.0,Spin-coating | Spin-coating
18425,TiO2-c,60,Spin-coating
18426,TiO2-c | ZrO2-mp,60.0 | 360.0,Spin-coating | Doctor blading
18427,TiO2-c | TiO2-mp,60.0 | 550.0,Spin-coating | Doctor blading
18428,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18429,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18430,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18431,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18432,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18433,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18434,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
18435,C60 | BCP,30.0 | 10.0,Evaporation | Evaporation
18436,PCBM-60 | BCP,25.0 | 10.0,Evaporation | Evaporation
18437,ICBA | BCP,30.0 | 10.0,Evaporation | Evaporation
18438,C60 | BCP,30.0 | 10.0,Evaporation | Evaporation
18439,PCBM-60 | BCP,25.0 | 10.0,Evaporation | Evaporation
18440,ICBA | BCP,30.0 | 10.0,Evaporation | Evaporation
18441,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18442,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18443,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18444,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18445,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18446,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18447,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18448,TiO2-c | Al2O3-mp,50.0 | 130.0,Spray-pyrolys | Spin-coating
18449,TiO2-c | TiO2-mp,nan | 1800.0,Spray-pyrolys | Screen printing
18450,TiO2-c | TiO2-mp,nan | 3900.0,Spray-pyrolys | Screen printing
18451,TiO2-c | TiO2-mp,nan | 5800.0,Spray-pyrolys | Screen printing
18452,TiO2-c | TiO2-mp,nan | 8300.0,Spray-pyrolys | Screen printing
18453,TiO2-c,,Spin-coating
18454,TiO2-c,,Spin-coating
18455,TiO2-c,,Spin-coating
18456,TiO2-c,,Spin-coating
18457,TiO2-c,,Spin-coating
18458,TiO2-c,,Spin-coating
18459,TiO2-c,,Spin-coating
18460,TiO2-c | TiO2-mp,nan | 300.0,Spin-coating | Spin-coating
18461,PCBM-60 | TiO2,,Spin-coating | Spin-coating
18462,PCBM-60 | TiO2,,Spin-coating | Spin-coating
18463,TiO2-c,,Spin-coating
18464,PCBM-60 | TiO2,,Spin-coating | Spin-coating
18465,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18466,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18467,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18468,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18469,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18470,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18471,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18472,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18473,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18474,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18475,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18476,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18477,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18478,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18479,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18480,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18481,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18482,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18483,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18484,TiO2-c | TiO2-mp | ZrO2-mp,100.0 | 1000.0 | 1000.0,Spray-pyrolys | Screen printing | Screen printing
18485,TiO2-c | TiO2-mp,60.0 | 600.0,Spin-coating | Spin-coating
18486,TiO2-c | TiO2-mp,60.0 | 600.0,Spin-coating | Spin-coating
18487,TiO2-c | TiO2-mp,60.0 | 600.0,Spin-coating | Spin-coating
18488,TiO2-c | TiO2-mp,nan | 540.0,Unknown
18489,TiO2-c | TiO2-mp,nan | 540.0,Unknown
18490,TiO2-c | Al2O3-mp,50.0 | 400.0,Spin-coating | Spin-coating
18491,TiO2-mp,5000,Screen printing
18492,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18493,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18494,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18495,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18496,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18497,TiO2-c | TiO2-mp,60.0 | 750.0,Spray-pyrolys | Spin-coating
18498,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18499,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18500,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18501,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18502,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18503,TiO2-c | TiO2-nw,nan | 400.0,Unknown | Hydrothermal
18504,TiO2-nanosphere | TiO2-mp,15.0 | nan,Electrodeposition | Spin-coating
18505,TiO2-nanosphere | TiO2-mp,8.0 | nan,Electrodeposition | Spin-coating
18506,TiO2-nanosphere | TiO2-mp,14.0 | nan,Electrodeposition | Spin-coating
18507,TiO2-nanosphere | TiO2-mp,43.0 | nan,Electrodeposition | Spin-coating
18508,TiO2-nanosphere | TiO2-mp,72.0 | nan,Electrodeposition | Spin-coating
18509,TiO2-c | TiO2-mp,50.0 | nan,Electrodeposition | Spin-coating
18510,TiO2-c | TiO2-mp,50.0 | nan,Electrodeposition | Spin-coating
18511,ZnO-nw,,CBD
18512,PCBM-60 | BCP,,Spin-coating | Spin-coating
18513,PCBM-60 | BCP,,Spin-coating | Spin-coating
18514,PCBM-60 | BCP,,Spin-coating | Spin-coating
18515,PCBM-60 | BCP,,Spin-coating | Spin-coating
18516,PCBM-60 | BCP,,Spin-coating | Spin-coating
18517,PCBM-60 | BCP,,Spin-coating | Spin-coating
18518,PCBM-60 | BCP,,Spin-coating | Spin-coating
18519,PCBM-60 | BCP,,Spin-coating | Spin-coating
18520,EDTA,,Spin-coating
18521,EDTA,,Spin-coating
18522,SnO2-np,,Spin-coating
18523,SnO2-np,,Spin-coating
18524,SnO2-np,,Spin-coating
18525,SnO2-np,,Spin-coating
18526,SnO2-np,,Spin-coating
18527,SnO2-np,,Spin-coating
18528,SnO2-np,,Spin-coating
18529,SnO2-np,,Spin-coating
18530,SnO2-np,,Spin-coating
18531,SnO2-np,,Spin-coating
18532,SnO2-np,,Spin-coating
18533,SnO2-np,,Spin-coating
18534,SnO2-np,,Spin-coating
18535,C60,37,Spin-coating
18536,PCBCB,37,Spin-coating
18537,C60,37,Spin-coating
18538,C60,37,Spin-coating
18539,PCBCB,37,Spin-coating
18540,C60,37,Spin-coating
18541,PCBM-60,,Spin-coating
18542,PCBM-60,,Spin-coating
18543,PCBM-60,,Spin-coating
18544,PCBM-60,,Spin-coating
18545,TiO2-c | TiO2-nw,,Unknown | Hydrothermal
18546,TiO2-c | TiO2-nw,,Unknown | Hydrothermal
18547,TiO2-c,50,Spin-coating
18548,TiO2-c,50,Spin-coating
18549,TiO2-c | STHNP,50.0 | 250.0,Spin-coating | Spin-coating
18550,SnO2-np,,Spin-coating
18551,TiO2-c,,Spin-coating
18552,TiO2-c,,Spin-coating
18553,TiO2-c,,Spin-coating
18554,TiO2-c,,Spin-coating
18555,TiO2-c,,Spin-coating
18556,TiO2-c,,Spin-coating
18557,TiO2-c,,Spin-coating
18558,TiO2-c,,Spin-coating
18559,TiO2-c,,Spin-coating
18560,TiO2-c,,Spin-coating
18561,TiO2-c,,Spin-coating
18562,TiO2-c,,Spin-coating
18563,TiO2-c,30,Spin-coating
18564,TiO2-c,30,Spin-coating
18565,TiO2-nt,125,Electrochemical anodization
18566,TiO2-nt,125,Electrochemical anodization
18567,TiO2-nt,125,Electrochemical anodization
18568,TiO2-nt,125,Electrochemical anodization
18569,TiO2-nt,25,Electrochemical anodization
18570,TiO2-nt,25,Electrochemical anodization
18571,TiO2-nt,25,Electrochemical anodization
18572,TiO2-nt,25,Electrochemical anodization
18573,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18574,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18575,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18576,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18577,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18578,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18579,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18580,PCBM-60 | LiF,0.5 | 50.0,Spin-coating | Evaporation
18581,PCBM-60 | LiF,0.5 | 50.0,Spin-coating | Evaporation
18582,PCBM-60 | LiF,0.5 | 50.0,Spin-coating | Evaporation
18583,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18584,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18585,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18586,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18587,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18588,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18589,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18590,TiO2-c | SiO2-mp,,Spin-coating | Spin-coating
18591,TiO2-c,,Dipp-coating
18592,TiO2-c,,Dipp-coating
18593,TiO2-c,,Dipp-coating
18594,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18595,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18596,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18597,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18598,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18599,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18600,C60 | BCP,20.0 | 5.0,Evaporation | Evaporation
18601,SnO2-np,,Spin-coating
18602,PCBM-60 | Zr(acac)4,,Spin-coating | Spin-coating
18603,PCBM-60,,Spin-coating
18604,PCBM-60,,Spin-coating
18605,PCBM-60,,Spin-coating
18606,PCBM-60,,Spin-coating
18607,PCBM-60,,Spin-coating
18608,PCBM-60 | C60 | BCP,nan | nan | 8.0,Spin-coating | Evaporation | Evaporation
18609,PCBM-60 | C60 | BCP,nan | nan | 8.0,Spin-coating | Evaporation | Evaporation
18610,PCBM-60 | C60 | BCP,nan | nan | 8.0,Spin-coating | Evaporation | Evaporation
18611,PCBM-60 | C60 | BCP,nan | nan | 8.0,Spin-coating | Evaporation | Evaporation
18612,PCBM-60 | C60 | BCP,nan | nan | 8.0,Spin-coating | Evaporation | Evaporation
18613,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18614,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18615,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18616,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18617,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18618,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18619,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18620,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18621,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18622,PCBM-60 | PDINO,20.0 | 15.0,Spin-coating | Evaporation
18623,PCBM-60 | PDINO,20.0 | 15.0,Spin-coating | Evaporation
18624,PCBM-60,20,Spin-coating
18625,PCBM-60,20,Spin-coating
18626,PCBM-60 | PDINO,20.0 | 15.0,Spin-coating | Evaporation
18627,PCBM-60 | PDINO,20.0 | 15.0,Spin-coating | Evaporation
18628,ZnO-nw,,Electrodeposition
18629,ZnO-nw | ZnO-c,,Electrodeposition | Electrodeposition
18630,ZnO-nw,,Electrodeposition
18631,ZnO-nw | ZnO-c,,Electrodeposition | Electrodeposition
18632,ZnO-nw,,Electrodeposition
18633,ZnO-nw | ZnO-c,,Electrodeposition | Electrodeposition
18634,ZnO-nw | ZnO-c,,Electrodeposition | Electrodeposition
18635,SnO2-c,,Spin-coating
18636,SnO2-c,,Spin-coating
18637,SnO2-c,,Spin-coating
18638,SnO2-c,,Spin-coating
18639,TiO2-c,,Spin-coating
18640,TiO2-c,,Spin-coating
18641,TiO2-c,,Spin-coating
18642,TiO2-c,,Spin-coating
18643,TiO2-c,,Spin-coating
18644,TiO2-c,,Spin-coating
18645,TiO2-c,,Spin-coating
18646,TiO2-c,,Spin-coating
18647,TiO2-c,,Spin-coating
18648,TiO2-c,,Spin-coating
18649,TiO2-c,,Spin-coating
18650,TiO2-c,,Spin-coating
18651,TiO2-c,,Spin-coating
18652,TiO2-c,,Spin-coating
18653,TiO2-c,,Spin-coating
18654,TiO2-c,,Spin-coating
18655,TiO2-c,,Spin-coating
18656,TiO2-c,,Spin-coating
18657,ZnO-c,,Spin-coating
18658,ZnO-c | TiO2-c,nan | 1.0,Spin-coating | ALD
18659,ZnO-c | TiO2-c,nan | 3.0,Spin-coating | ALD
18660,ZnO-c | TiO2-c,nan | 5.0,Spin-coating | ALD
18661,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18662,ZnO-c | ZnO-nw,,Spin-coating | Hydrothermal
18663,ZnO-c | ZnO-nw | TiO2-c,,Spin-coating | Hydrothermal | ALD
18664,ZnO-c | ZnO-nw,,Spin-coating | Hydrothermal
18665,ZnO-c | ZnO-nw | TiO2-c,,Spin-coating | Hydrothermal | ALD
18666,TiO2-c,,Spray-pyrolys
18667,TiO2-c,,Spray-pyrolys
18668,TiO2-c,,Spray-pyrolys
18669,SnO2-c | C60,,ALD | Spin-coating
18670,SnO2-c | C60,,ALD | Spin-coating
18671,PCBM-60,,Spin-coating
18672,PCBM-60,,Spin-coating
18673,PCBM-60,,Spin-coating
18674,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18675,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18676,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18677,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18678,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18679,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18680,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18681,TiO2-macroporous,200,Spin-coating
18682,TiO2-macroporous,200,Spin-coating
18683,TiO2-macroporous,200,Spin-coating
18684,TiO2-macroporous,200,Spin-coating
18685,TiO2-macroporous,200,Spin-coating
18686,TiO2-macroporous,200,Spin-coating
18687,TiO2-nw,200,Spin-coating
18688,ZnO-c | PCBM-60,nan | 50.0,Spin-coating | Spin-coating
18689,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18690,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18691,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18692,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18693,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18694,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18695,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18696,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18697,ZnO-c | TiO2-c,nan | 10.0,Spin-coating | ALD
18698,PCBM-60 | BCP | AZO,nan | nan | 50.0,Spin-coating | Spin-coating | Spin-coating
18699,PCBM-60 | BCP | AZO,nan | nan | 50.0,Spin-coating | Spin-coating | Spin-coating
18700,PCBM-60 | BCP | AZO,nan | nan | 50.0,Spin-coating | Spin-coating | Spin-coating
18701,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating | Spin-coating
18702,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating | Spin-coating
18703,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating | Spin-coating
18704,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating | Spin-coating
18705,PCBM-60 | BCP,40.0 | 10.0,Spin-coating | Spin-coating | Spin-coating
18706,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18707,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18708,SnO2-c | TiO2-mp,,Spin-coating | Spin-coating
18709,SnO2-c | TiO2-mp,,Spin-coating | Spin-coating
18710,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18711,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18712,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18713,ZnO-c,,Spin-coating
18714,ZnO-c,,Spin-coating
18715,ZnO-c,,Spin-coating
18716,ZnO-c,,Spin-coating
18717,SnO2-c,40,Spin-coating
18718,SnO2-c,40,Spin-coating
18719,SnO2-c,40,Spin-coating
18720,SnO2-c,40,Spin-coating
18721,SnO2-c,40,Spin-coating
18722,SnO2-c,40,Spin-coating
18723,SnO2-c,40,Spin-coating
18724,SnO2-c,40,Spin-coating
18725,SnO2-c,40,Spin-coating
18726,SnO2-c,40,Spin-coating
18727,SnO2-c,40,Spin-coating
18728,SnO2-c,40,Spin-coating
18729,SnO2-c,40,Spin-coating
18730,SnO2-c,40,Spin-coating
18731,SnO2-c,40,Spin-coating
18732,SnO2-c,40,Spin-coating
18733,SnO2-c,40,Spin-coating
18734,SnO2-c,40,Spin-coating
18735,ZnO-c,,Spin-coating
18736,PCBM-60,,Spin-coating
18737,PCBM-60,,Spin-coating
18738,PCBM-60,,Spin-coating
18739,PCBM-60,,Spin-coating
18740,PCBM-60,,Spin-coating
18741,PCBM-60,,Spin-coating
18742,PCBM-60,,Spin-coating
18743,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18744,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18745,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18746,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18747,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18748,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18749,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18750,TiO2-c | TiO2-mp,50.0 | 500.0,Spin-coating | Screen printing
18751,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18752,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18753,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18754,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18755,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18756,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18757,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18758,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18759,SnO2-c,,Spin-coating
18760,TiO2-c,,Spin-coating
18761,TiO2-c,,Spin-coating
18762,TiO2-c,,Spin-coating
18763,TiO2-c,,Spin-coating
18764,TiO2-c,,Spin-coating
18765,C60,,Spin-coating
18766,C60,,Spin-coating
18767,C60,,Dipp-coating
18768,C60,,Dipp-coating
18769,none,,Unknown
18770,TiO2-c,,Spin-coating
18771,TiO2-c,,Spin-coating
18772,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18773,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18774,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18775,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18776,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18777,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18778,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18779,SnO2-c,,Spin-coating
18780,SnO2-c,,Spin-coating
18781,SnO2-c,,Spin-coating
18782,SnO2-c,,Spin-coating
18783,SnO2-c,,Spin-coating
18784,SnO2-c,,Spin-coating
18785,SnO2-c,,Spin-coating
18786,SnO2-c,,Spin-coating
18787,TiO2-c | TiO2-mp | ZrO2-mp | NiO-mp,,Spray-pyrolys | Screen printing | Screen printing | Screen printing
18788,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18789,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18790,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18791,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18792,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18793,TiO2-c | MgO | TiO2-mp | ZrO2-mp,,Spray-pyrolys | Electrodeposition | Screen printing | Screen printing
18794,MgO | TiO2-mp,,Electrodeposition | Screen printing
18795,MgO | TiO2-mp,,Electrodeposition | Screen printing
18797,MgO | TiO2-mp,,Electrodeposition | Screen printing
18798,MgO | TiO2-mp,,Electrodeposition | Screen printing
18799,MgO | TiO2-mp,,Electrodeposition | Screen printing
18801,MgO,,Electrodeposition
18802,MgO,,Electrodeposition
18803,C60 | BCP,7.5 | 20.0,Evaporation
18804,C60 | BCP,7.5 | 20.0,Evaporation
18805,C60 | BCP,7.5 | 20.0,Evaporation
18806,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18807,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18808,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18809,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18810,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18811,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18812,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18813,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18814,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18815,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18816,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18817,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18818,PCBM-60,,Spin-coating
18819,PCBM-60,,Spin-coating
18820,PCBM-60,,Spin-coating
18821,PCBM-60,,Spin-coating
18822,PCBM-60,,Spin-coating
18823,PCBM-60,,Spin-coating
18824,PCBM-60 | TiO2-np,,Spin-coating | Spin-coating
18825,PCBM-60,,Spin-coating
18826,PCBM-60 | TiO2-np,,Spin-coating | Spin-coating
18827,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18828,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18829,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18830,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18831,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
18832,PCBM-60,,Spin-coating
18833,PCBM-60,,Spin-coating
18834,PCBM-60,,Spin-coating
18835,PCBM-60,,Spin-coating
18836,diPDI | TiO2,52.0 | 10.0,Spin-coating | Spin-coating
18837,diPDI | TiO2,52.0 | 10.0,Spin-coating | Spin-coating
18838,diPDI | TiO2,52.0 | 10.0,Spin-coating | Spin-coating
18839,diPDI | TiO2,52.0 | 10.0,Spin-coating | Spin-coating
18840,diPDI | TiO2,52.0 | 10.0,Spin-coating | Spin-coating
18841,SnO2-np,,Spin-coating
18842,SnO2-np,,Spin-coating
18843,SnO2-np,,Spin-coating
18844,SnO2-np,,Spin-coating
18845,SnO2-np,,Spin-coating
18846,SnO2-np,,Spin-coating
18847,SnO2-np,,Spin-coating
18848,SnO2-np,,Spin-coating
18849,SnO2-np,,Spin-coating
18850,SnO2-np,,Spin-coating
18851,SnO2-np,,Spin-coating
18852,SnO2-np,,Spin-coating
18853,SnO2-np,,Spin-coating
18854,SnO2-np,,Spin-coating
18855,TiO2-c,100,Spray-pyrolys
18856,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18857,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18858,TiO2-c,100,Spray-pyrolys
18859,TiO2-c,100,Spray-pyrolys
18860,TiO2-c,100,Spray-pyrolys
18861,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18862,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18863,TiO2-c,100,Spray-pyrolys
18864,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18865,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18866,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18867,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
18868,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
